error
17.16120241
9.098092848
16.65934911
15.47847419
12.85598041
8.510013972
12.34740343
10.93476875
17.30517316
8.158053521
6.031833501
18.20043044
10.97020445
14.26267013
14.05047979
10.45344174
9.770392025
14.69875561
14.73225851
16.10091722
11.11690121
15.93041563
13.61171936
19.49308184
7.233148517
11.28799239
14.48664077
15.15828482
20.11896989
14.33320732
12.84090058
