,channel_id,prop,sku_id,NextWeek_predict,distribution_sale,var
45,HB01SH05,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
46,HB01SH08,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
47,HB03SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
48,HB03SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
49,HB05SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
50,HL01SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
51,HL02SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
52,HL02SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
53,HN01SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
54,HN01SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
55,HN02SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
56,JS05SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
57,JS09SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
58,JS09SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
59,JS10SH03,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
60,JS12SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
61,JS12SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
62,JS12SH03,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
63,JX01SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
64,JX01SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
65,JX01SH03,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
66,JX01SH06,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
67,JX01ST02,1.0,1138070272B01#2B01#32#31,3.0,3.0,24.685443878173828
68,LN03SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
69,LN03SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
70,SC01SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
71,SC01SH04,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
72,SD01SH04,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
73,SD01SH05,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
74,SD02SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
75,SD03SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
76,SH01SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
77,SH01SH05,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
78,SH01SH06,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
79,SH01SH07,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
80,SH01SH13,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
81,SH01SH15,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
82,SH01SH22,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
83,SH01SH23,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
84,SH01SH25,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
85,SH01SH26,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
86,SH01SH27,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
87,SH01SH29,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
88,SH01SH31,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
89,SH01SH32,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
90,SH01SH36,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
91,SH01SH37,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
92,SH01SH38,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
93,SH01SH46,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
94,SH01SH51,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
95,SX01SH04,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
96,SX01SH05,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
97,SX01SH06,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
98,SX01ST03,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
99,SX02SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
100,SX04SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
101,TJ01SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
102,TJ01SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
103,TJ01SH04,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
104,TJ01SH05,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
105,TJ01SH06,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
106,TJ01SH07,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
107,TJ01SH08,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
108,TJ01SH10,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
109,TJ01SH12,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
110,TJ01ST02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
111,TJ01ST08,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
112,YN01SH03,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
113,YN02SH01,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
114,YN02SH02,0.0,1138070272B01#2B01#32#31,3.0,0.0,24.685443878173828
0,AH01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
1,AH01SH03,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
2,AH01SH05,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
3,AH01SH06,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
4,AH02SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
5,BJ01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
6,BJ01SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
7,BJ01SH03,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
8,BJ01SH04,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
9,BJ01SH07,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
10,BJ01SH09,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
11,BJ01SH10,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
12,BJ01SH12,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
13,BJ01SH13,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
14,BJ02SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
15,CQ01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
16,CQ01SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
17,CQ01SH04,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
18,CQ01SH05,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
19,CQ01SH06,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
20,CQ01SH07,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
21,CQ02SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
22,FJ01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
23,FJ02SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
24,FJ02SH03,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
25,FJ02SH04,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
26,FJ02SH06,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
27,FJ03SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
28,FJ03SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
29,GS01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
30,GS01SH05,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
31,GS01SH06,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
32,GS01SH07,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
33,GS01SH08,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
34,GS01SH09,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
35,GS01SH10,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
36,GS01SH13,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
37,GS01SH15,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
38,GS01SH17,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
39,GS01SH99,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
40,GX01SH03,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
41,GX01SH04,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
42,GX01SH06,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
43,GX01SH07,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
44,GZ01SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
45,HB01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
46,HB01SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
47,HB01SH04,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
48,HB01SH05,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
49,HB03SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
50,HB03SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
51,HB05SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
52,HL01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
53,HL02SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
54,HN01SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
55,HN02SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
56,JS05SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
57,JS09SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
58,JS09SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
59,JS10SH03,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
60,JS10SH04,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
61,JS12SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
62,JS12SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
63,JS12SH03,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
64,JX01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
65,JX01SH02,1.0,1138070272B01#2B01#32#32,3.0,3.0,61.52810668945313
66,JX01SH06,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
67,JX01ST02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
68,LN03SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
69,SC01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
70,SC01SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
71,SC01SH04,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
72,SD01SH04,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
73,SD01SH05,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
74,SD02SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
75,SD02SH02,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
76,SH01SH01,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
77,SH01SH05,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
78,SH01SH06,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
79,SH01SH07,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
80,SH01SH13,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
81,SH01SH15,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
82,SH01SH19,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
83,SH01SH23,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
84,SH01SH25,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
85,SH01SH26,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
86,SH01SH27,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
87,SH01SH29,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
88,SH01SH31,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
89,SH01SH32,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
90,SH01SH36,0.0,1138070272B01#2B01#32#32,3.0,0.0,61.52810668945313
