sku_id,Quantity
121903027B571#B571#00#S,5
121903027B571#B571#00#XS,6
121903027B807#B807#00#L,4
121903027B807#B807#00#M,5
121903027B807#B807#00#S,9
121903027B807#B807#00#XS,3
121903028B571#B571#00#M,2
121903028B571#B571#00#S,3
121903028B571#B571#00#XS,3
121903028B807#B807#00#L,1
121903028B807#B807#00#M,2
121903028B807#B807#00#S,3
121903028B807#B807#00#XS,1
121903029B801#B801#00#L,1
121903029B801#B801#00#S,1
121903029B801#B801#00#XS,1
1219030312B01#2B01#00#S,1
1219030322B01#2B01#00#L,1
1219030322B01#2B01#00#M,4
1219030322B01#2B01#00#S,1
1219030322B01#2B01#00#XS,6
121904016B902#B902#00#L,2
121904016B902#B902#00#M,9
121904016B902#B902#00#S,3
121904016B902#B902#00#XL,1
121904016B907#B907#00#L,2
121904016B907#B907#00#M,3
121904016B907#B907#00#S,1
121904016B907#B907#00#XS,6
121904017B067#B067#00#L,1
121904017B067#B067#00#M,5
121904017B067#B067#00#S,2
121904017B067#B067#00#XL,1
121904017B902#B902#00#L,3
121904017B902#B902#00#M,2
121904017B902#B902#00#S,4
121904017B902#B902#00#XS,1
121904028B807#B807#00#L,3
121904028B807#B807#00#M,2
121904028B807#B807#00#S,5
121904028B902#B902#00#S,1
121904031B578#B578#00#L,1
121904031B578#B578#00#M,1
121904031B578#B578#00#S,1
121904031B578#B578#00#XL,1
121904031B578#B578#00#XS,1
121904031B807#B807#00#L,1
121904031B807#B807#00#M,2
121904031B807#B807#00#S,2
121904031B807#B807#00#XL,9
121904031B807#B807#00#XS,2
121904056B807#B807#00#L,3
121904056B807#B807#00#M,7
121904056B807#B807#00#S,2
121904056B807#B807#00#XS,1
121904056B902#B902#00#M,3
121904056B902#B902#00#S,3
121904056B902#B902#00#XL,2
121904056B902#B902#00#XS,7
121904087B807#B807#00#L,5
121904087B807#B807#00#M,18
121904087B807#B807#00#S,4
121904087B807#B807#00#XL,1
121904087B807#B807#00#XS,3
121904087B902#B902#00#L,2
121904087B902#B902#00#M,4
121904087B902#B902#00#S,4
121904087B902#B902#00#XS,1
121904088B578#B578#00#L,1
121904088B578#B578#00#S,1
121904088B578#B578#00#XL,1
121904088B701#B701#00#S,1
121904088B701#B701#00#XS,2
121904088B902#B902#00#M,1
121904088B902#B902#00#S,3
121904099B504#B504#00#L,1
121904099B504#B504#00#M,1
121904099B504#B504#00#S,5
121905001B807#B807#00#L,13
121905001B807#B807#00#M,6
121905001B807#B807#00#S,10
121905001B807#B807#00#XL,2
121905001B807#B807#00#XS,5
121905001B902#B902#00#L,2
121905001B902#B902#00#M,2
121905001B902#B902#00#S,3
121905001B902#B902#00#XL,2
121905001B902#B902#00#XS,2
121905005B504#B504#00#L,5
121905005B504#B504#00#M,24
121905005B504#B504#00#S,12
121905005B504#B504#00#XL,2
121905005B504#B504#00#XS,2
121905007B504#B504#00#M,1
121905012B356#B356#00#L,3
121905012B356#B356#00#M,3
121905012B356#B356#00#S,6
121905012B356#B356#00#XL,1
121905012B356#B356#00#XS,1
121905014B069#B069#00#L,1
121905014B069#B069#00#S,1
121905014B902#B902#00#S,1
121905017B356#B356#00#L,1
121905017B356#B356#00#M,2
121905017B356#B356#00#S,2
121905018B504#B504#00#S,3
121905018B504#B504#00#XL,1
121905018B504#B504#00#XS,1
121905019B356#B356#00#L,15
121905019B356#B356#00#M,20
121905019B356#B356#00#S,17
121905019B356#B356#00#XL,6
121905019B356#B356#00#XS,4
1219070012B01#2B01#32#25,3
1219070012B01#2B01#32#26,5
1219070012B01#2B01#32#27,7
1219070012B01#2B01#32#28,1
1219070032B01#2B01#32#25,1
1219070032B01#2B01#32#26,1
1219070032B01#2B01#32#27,2
1219070042B01#2B01#32#24,2
1219070042B01#2B01#32#25,4
1219070042B01#2B01#32#26,12
1219070042B01#2B01#32#27,5
1219070042B01#2B01#32#28,1
1219070101B01#1B01#00#24,2
1219070101B01#1B01#00#25,9
1219070101B01#1B01#00#26,8
1219070101B01#1B01#00#27,6
1219070101B01#1B01#00#28,1
1219070101B01#1B01#00#29,1
1219070112B01#2B01#32#24,1
1219070112B01#2B01#32#25,3
1219070112B01#2B01#32#26,1
1219070112B01#2B01#32#27,2
1219070152B01#2B01#32#26,2
1219070152B01#2B01#32#27,1
1219070152B01#2B01#32#29,1
1219070162B01#2B01#32#24,3
1219070162B01#2B01#32#25,7
1219070162B01#2B01#32#26,8
1219070162B01#2B01#32#27,5
1219070162B01#2B01#32#28,4
1219070162B01#2B01#32#29,1
1219070172B01#2B01#32#25,5
1219070172B01#2B01#32#26,4
1219070172B01#2B01#32#27,7
1219070172B01#2B01#32#28,2
1219070172B01#2B01#32#29,2
1219070212B01#2B01#32#25,3
1219070212B01#2B01#32#26,2
1219070212B01#2B01#32#28,1
1219070301B01#1B01#00#24,20
1219070301B01#1B01#00#25,13
1219070301B01#1B01#00#26,22
1219070301B01#1B01#00#27,17
1219070301B01#1B01#00#28,9
1219070301B01#1B01#00#29,2
1219070322B01#2B01#00#25,6
1219070322B01#2B01#00#26,14
1219070322B01#2B01#00#27,14
1219070322B01#2B01#00#28,12
1219070322B01#2B01#00#29,5
1219070333B01#3B01#32#25,1
1219070333B01#3B01#32#26,1
1219070333B01#3B01#32#27,1
1219070333B01#3B01#32#28,1
1219070372B01#2B01#32#27,4
1219070372B01#2B01#32#28,10
1219070372B01#2B01#32#29,13
1219070382B01#2B01#00#25,6
1219070382B01#2B01#00#26,5
1219070382B01#2B01#00#27,2
1219070382B01#2B01#00#28,2
1219070412B01#2B01#32#24,2
1219070412B01#2B01#32#25,3
1219070412B01#2B01#32#26,9
1219070412B01#2B01#32#27,4
1219070412B01#2B01#32#28,4
1219070412B01#2B01#32#29,1
1219070412B01#2B01#32#30,1
1219070542B01#2B01#32#24,1
1219070542B01#2B01#32#26,1
1219070542B01#2B01#32#27,3
1219070912B01#2B01#00#24,1
1219070912B01#2B01#00#25,3
1219070912B01#2B01#00#26,3
1219070912B01#2B01#00#27,1
1219070912B01#2B01#00#28,3
121908028B375#B375#00#L,1
