sku_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
263801030004#004#32#30,,,,,,,,1,,,,,,,1,1,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801030004#004#32#31,,,1,1,,,,,,1,,1,,,,,,2,1,2,10,,,,,,,,,1,,,1,,,,2,,,1,,,,,,,,,,,,,
263801030004#004#32#32,,,,,,,,,,,1,1,,,,,1,2,,,3,,,1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
263801030004#004#32#33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
263801030004#004#32#34,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
263801030004#004#32#36,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801037003#003#32#28,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,
263801037003#003#32#29,,,,,1,,,1,1,2,,1,,,,1,1,,,,2,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,
263801037003#003#32#30,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,
263801037003#003#32#31,,1,,,,1,1,,1,,,,1,,,1,,,,,3,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
263801037003#003#32#32,,,1,,,,,,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801037003#003#32#33,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801037003#003#34#34,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801037003#003#34#36,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801040003#003#32#32,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801040003#003#32#33,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801046004#004#00#28,,,,,,,,2,,2,,,1,,,,1,1,2,,1,2,3,1,,,2,,,,,,,,,,,,,1,,,,,,2,,,1,1,,,
263801046004#004#00#29,,,,,,,,,,,,,,,,,,,6,,,2,3,9,,,3,,,,1,,1,,,,,,,,,,,,,3,,,1,,,,
263801046004#004#00#30,,,,,,,,,,,,,,,,,,1,2,,1,1,6,2,9,2,,,,,1,,1,,1,,,1,,1,,,,,,1,,1,2,,3,,
263801046004#004#00#31,,,,,,,,,,,,,,,1,1,,1,4,1,2,,6,2,7,,1,,,,,,,,,1,,1,1,,,,,,1,2,,,1,,,,
263801046004#004#00#32,,,,,,,,,,,,2,,,1,1,2,4,2,1,,3,4,4,7,5,7,5,,,,,1,1,,,,2,3,2,,3,,,,,,,1,,2,,
263801046004#004#00#33,,,,,,,,,,,,1,,2,,,1,,4,1,1,1,2,5,7,4,5,2,2,1,1,1,1,,,,1,,,1,,,,,,,,,,,2,,
263801046004#004#00#34,,,,,,,,,,,,,1,,1,,,,6,1,,2,5,2,7,5,3,,1,,2,,,,,,,,,,,,,,,1,,1,,,,,
263801046004#004#00#36,,,,,,,,,,,,,,,,,,1,1,,,,3,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263801046004#004#00#38,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
263801047005#005#00#29,,,,,1,1,,,,,2,,,1,2,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
263801047005#005#00#30,,,,,,,,,,,3,,,,1,,,,2,1,1,,,,,,,,3,1,4,,,,,,,3,,2,1,1,1,,,3,1,,2,,1,,
263801047005#005#00#31,,,1,,,,,1,,1,,1,,1,2,1,,,4,1,1,,,,,,,1,3,,6,,,,,,,,,2,,,1,,,3,,,1,,1,,
263801047005#005#00#32,,,1,,,1,,,1,,1,,2,,2,1,,2,2,,,,,,,,,1,2,,2,,,,,1,,3,1,,,,,,,1,,,,,1,,
263801047005#005#00#33,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,2,3,,1,,,,,,,,,,,,,,,1,,,,,,,
263801047005#005#00#34,,,,,,,,,,1,,,,1,,,,1,2,,,,,,,,,,2,,2,,,,,,1,1,,,1,,,,,,1,,1,,,,
263801047005#005#00#36,,,1,,,,,,,,,,1,,1,,,,2,,,,,,,,,,2,,2,,,,,,,,,2,2,,,,,1,,,1,,,,
263801047005#005#00#38,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,1,,,1,,1,,,,,
263801607003#003#32#29,,2,1,,,1,,,,,,,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801701003#003#32#29,,,,,,,,,,,1,,1,,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
263801701003#003#32#30,,,,,,,,,,,2,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
263801701003#003#32#31,,,,,,,,1,,,1,,1,,,,,,,2,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,2,,,,
263801701003#003#32#32,,,1,,,,,1,,1,7,1,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
263801701003#003#32#33,,,1,1,,,,,1,,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801701003#003#34#34,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801703003#003#32#30,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
263801703003#003#32#31,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
263801703003#003#32#32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
263801704003#003#32#31,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801706003#003#32#28,,3,2,,,,1,2,3,2,4,4,4,2,2,9,3,7,,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801706003#003#32#29,,,6,,,,,1,3,1,4,3,6,2,8,9,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801706003#003#32#30,,,2,2,,,1,1,6,4,8,4,7,7,3,9,4,7,3,5,2,5,2,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
263801706003#003#32#31,,,,,,1,,1,9,5,14,3,13,2,9,23,4,14,6,5,4,3,6,1,2,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
263801706003#003#32#32,,2,,,,1,,3,10,5,19,6,8,6,7,8,7,12,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801706003#003#32#33,,,1,,,,,,3,3,5,2,8,5,5,7,2,3,3,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801706003#003#34#34,,,,1,,1,1,1,2,2,11,1,9,2,6,7,,10,3,6,2,3,2,5,4,2,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,
263801706003#003#34#36,,1,1,1,,,1,3,,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801710003#003#32#31,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
263801710003#003#32#32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
263801710003#003#32#33,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801712003#003#32#31,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801714003#003#32#28,,1,,1,,,,1,,,,,1,,,2,1,1,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,
263801714003#003#32#29,,,1,,,,,,,,1,1,1,,1,,,1,2,2,1,,1,1,3,2,,,,,,,2,1,1,2,,1,,1,2,,1,,1,7,2,,2,1,6,2,
263801714003#003#32#30,,3,4,3,,1,1,,,,2,1,,1,1,,2,1,3,1,1,,1,5,2,3,1,2,1,,,1,,1,2,1,,1,1,1,1,1,1,,3,5,,,6,,8,3,1
263801714003#003#32#31,,,3,2,,,1,,,2,5,1,1,1,2,2,,3,2,,2,,2,7,6,7,2,2,,,,2,2,,1,1,2,2,2,3,2,2,,,1,10,,1,5,1,5,1,1
263801714003#003#32#32,,1,3,3,,,1,1,,1,1,1,,,2,,,1,3,,3,1,3,5,5,4,2,,2,,2,1,2,,1,,2,,1,1,1,1,3,1,1,9,,,7,,9,,2
263801714003#003#32#33,,1,4,1,,,1,1,,1,2,,,1,1,,,3,4,,,2,2,2,6,1,,1,1,,1,,2,,1,1,1,1,,1,1,,1,3,,4,1,,5,,7,,3
263801714003#003#34#34,,3,2,4,,,,,,,1,,1,,,2,,1,2,1,,4,3,3,2,1,,1,,,1,,,,,1,,2,,,,,,,,7,,1,2,,4,1,
263801714003#003#34#36,,,,,,2,1,1,,,,,1,,,,,1,2,1,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,9,,1,2,,2,,1
263801715003#003#32#29,,1,1,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,2,,,,,,,
263801715003#003#32#30,,2,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,,,,,,
263801715003#003#32#31,,1,,1,,1,,1,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,3,,,,5,,1,,,,,
263801715003#003#32#32,,2,,1,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
263801716003#003#32#30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801716003#003#32#31,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801716003#003#32#32,,,1,1,,,,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801717003#003#34#36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263801718003#003#32#30,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801718003#003#32#31,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801719003#003#32#29,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801719003#003#32#30,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801719003#003#32#31,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801719003#003#32#32,,2,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801719003#003#32#33,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801770003#003#32#28,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801770003#003#32#29,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801770003#003#32#30,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
263801770003#003#32#31,,,1,1,,,,1,,,3,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
263801770003#003#32#32,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801770003#003#34#36,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801773003#003#32#30,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263801773003#003#32#31,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801773003#003#32#32,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
263801775003#003#32#31,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801776003#003#32#29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
263801776003#003#32#30,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,1,,,,,,1,,,,,,1,,2,,,,,,,
263801776003#003#32#31,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,1,,1,,,,3,,1,2,,,,,,,
263801776003#003#32#32,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,1,,,2,,1,1,,,1,2,,,4,1,,,,1,,
263801777003#003#32#30,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801777003#003#32#31,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801777003#003#34#34,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263801777003#003#34#36,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803004003#003#00#28,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803004003#003#00#29,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803004003#003#00#30,,,,,,,1,,,,,,,,,,1,,2,,,1,,2,1,,,1,1,1,,,,,1,,1,,,,,,,,,1,,1,,,,,
263803004003#003#00#31,,,,,,,,,,,,,,,,1,,,1,2,1,,1,3,,1,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,
263803004003#003#00#32,,,,,,,,,,,,,1,,,,1,1,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803004003#003#00#33,,,,,,,,,,,3,,,,,,1,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803004003#003#00#34,,,,,,,,,,,2,,,,,,,,2,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263803004003#003#00#36,,,,,,,,,,,1,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803010005#005#00#29,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
263803010005#005#00#30,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,1,,3,,1,,,,,,,,,,,,,,,,,,,
263803010005#005#00#31,,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263803010005#005#00#32,,,,,,,,,,,1,,,,,,1,,,2,1,,1,1,1,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,
263803010005#005#00#33,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803010005#005#00#34,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803010005#005#00#36,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803011005#005#00#29,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
263803011005#005#00#30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
263803011005#005#00#31,,,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
263803011005#005#00#32,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
263803011005#005#00#33,,,,,,,,,,,5,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803704003#003#00#29,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803704003#003#00#30,,,,,,,,,,,3,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803704003#003#00#31,,,,,,,,,,,,1,,,,1,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
263803704003#003#00#32,,,,,,,,,,1,1,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803704003#003#00#33,,,,,,,,,1,,,,,1,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803704003#003#00#34,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803706003#003#00#28,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803706003#003#00#30,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
263803706003#003#00#31,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263803706003#003#00#32,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
263803706003#003#00#33,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
263803710003#003#00#31,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803710003#003#00#32,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803710003#003#00#33,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803710003#003#00#34,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803774002#002#00#30,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
263803774002#002#00#31,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,
263803774002#002#00#32,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263803774002#002#00#33,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
263803774002#002#00#34,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803775003#003#00#29,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803775003#003#00#30,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803775003#003#00#31,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803775003#003#00#32,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263803775003#003#00#33,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263806007305#305#00#28,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263806007305#305#00#29,,,,,,,,,,,,,1,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
263806007305#305#00#30,,1,,,,,,,,,2,2,,,2,,,2,2,1,1,,,2,,,1,1,2,,3,,1,,,,,,,,,,,,,,,,2,,1,,
263806007305#305#00#31,,,,,,,,1,1,,3,,,,,,,,4,,,2,,,1,,1,1,,,2,1,,,,1,,1,,1,,,,,,,,,1,,1,,
263806007305#305#00#32,,,,,,,,,,,,1,1,,,,,,2,,,2,,1,,2,1,,1,,,,,,1,1,,1,,,,,,,,1,,,,,,,
263806007305#305#00#33,,,,,,1,,,,,,,1,,,,,2,1,,,,1,2,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,
263806007305#305#00#34,,,,,,,,,,,1,,2,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263806007305#305#00#36,,,,,,,,,,,2,,,,,,,,2,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
263806007313#313#00#32,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263806007313#313#00#33,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
263806007313#313#00#34,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263806008318#318#00#28,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
263806008318#318#00#29,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,,,,
263806008318#318#00#30,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,2,,,,
263806008318#318#00#31,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,1,,,,,,,,,2,,,,,1,,,,,,,,
263806008318#318#00#32,,,,,,,,,,,,,,,,,,,5,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,
263806008318#318#00#33,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
263806008318#318#00#34,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263806008505#505#00#28,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
263806008505#505#00#29,,,,,,,,1,,,,1,,,,,,3,5,,,,,2,,,1,,,,2,,,,,1,,1,,,,,,,,2,,,,,,,
263806008505#505#00#30,,,,,,,1,,,,,1,,,,,,1,3,,,,,2,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,
263806008505#505#00#31,,,,1,,,,,,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
263806008505#505#00#32,,,,,,,,,,,,1,1,,,,,,3,,,,,2,,,,,,,,2,,,,1,,1,,1,,,,,,,,,,,1,,
263806008505#505#00#33,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263806009522#522#00#28,,,,,,,,,,,,,1,,,,,1,1,2,,,,2,2,2,1,,,,,,,1,2,,,,1,1,1,,,,,3,,,2,,1,,
263806009522#522#00#29,,,,,,,,,,,,1,,,1,,,,1,1,,,,2,3,2,3,1,,1,,,2,,,1,,,,1,,,,,,,,,,,1,,
263806009522#522#00#30,,,,,,,2,,2,,1,1,,,,2,1,3,1,1,1,,1,2,4,2,3,1,,,1,1,,,1,1,1,1,,,,,1,,,,,,1,,2,,
263806009522#522#00#31,,,,,,,,,1,,,,,,,2,,1,6,1,,,3,1,9,4,2,1,2,3,2,2,1,,3,1,,,1,1,,,1,,,,,,,,,,
263806009522#522#00#32,,,,,,,,,,,,1,1,,,,,1,5,,,,2,1,2,2,2,,1,,,,1,,,,,,,1,,,,,,,,,,,,,
263806009522#522#00#33,,,,,,,,,,,,,,,,,1,,1,,,,1,2,1,1,2,,,,,,1,,,2,,,,,,,,,,,,,,,,,
263806009522#522#00#34,,,,,,,,,,,,,,2,1,,,1,2,,,,1,,2,,1,,,,,,,,1,,,1,,,,,,,,,,,,,2,,
263806009522#522#00#36,,,,,,,,,,,,,,1,1,1,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
263806009522#522#00#38,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263806009815#815#00#28,,,,,,,,,,,1,,1,2,1,1,,1,5,,1,,1,1,1,1,,,,,,,,,,,1,1,,,1,1,,,,3,2,,2,,3,,
263806009815#815#00#29,,,,1,,,,,1,,,1,,1,4,2,1,4,9,,3,4,3,2,2,,1,,,,,,5,,,,1,2,,,,,,,,,,,,,6,,
263806009815#815#00#30,,,,,,,,,,,1,2,3,1,4,2,1,6,4,1,1,3,4,4,2,1,1,1,,,,,1,,,2,1,5,1,,1,,,,,3,,1,1,,1,,
263806009815#815#00#31,,,,,,,,,,1,4,,,2,2,3,4,2,9,,4,3,3,1,1,1,,1,,,,,1,,,1,,2,,1,,,,1,,5,,,1,,1,1,
263806009815#815#00#32,,,,,,,,,1,,3,2,2,2,,1,3,7,7,,1,,3,1,7,1,4,1,,,,,1,,,,1,2,,1,,,,,,8,,,,,5,,
263806009815#815#00#33,,,,,,,,,1,,3,,2,1,,1,3,6,2,2,2,1,2,,2,1,1,1,,,,,,,,,,1,1,,,,,1,,2,1,,3,,1,1,
263806009815#815#00#34,,,,,,,,1,,,1,,2,1,,1,,3,2,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,2,,1,,,2,,
263812003012#012#00#L,,,,,,,,,,,,,,,,,,,,,4,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
263812003012#012#00#M,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263812003012#012#00#XL,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263818008003#003#00#31,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
263818008003#003#00#32,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
263818011003#003#00#XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
263818012005#005#00#28,,,,,,,2,1,1,3,1,,,,2,1,,3,7,3,1,4,3,4,3,13,1,1,,,,,3,1,1,5,2,2,1,2,1,,,,,3,,,3,,3,,
263818012005#005#00#29,,3,1,,,,,,1,4,3,1,1,3,1,2,,3,12,4,,3,2,4,2,12,1,1,1,2,,,1,1,2,8,1,1,1,,,1,3,,2,2,,1,1,,1,,
263818012005#005#00#30,1,,2,1,1,1,2,1,5,5,3,1,2,3,1,1,5,5,14,6,2,2,2,6,5,18,1,,,,,1,1,1,1,2,5,,1,1,,,4,,1,3,,1,1,1,,1,
263818012005#005#00#31,,,,,,,1,2,5,7,4,1,,1,,1,1,4,12,1,2,1,2,16,8,13,1,,,,,,4,,2,5,,3,2,1,,,,,2,3,,,,,1,,
